date,hometeam,awayteam,fthg,ftag,hs,as,hst,ast,hc,ac,match_result,result_numeric,goal_difference,total_goals,season,league,Date_x,home_form_5,home_avg_goals_scored_5,home_avg_goals_conceded_5,home_avg_gd_5,home_win_streak,home_unbeaten_streak,Date_y,away_form_5,away_avg_goals_scored_5,away_avg_goals_conceded_5,away_avg_gd_5,away_win_streak,away_unbeaten_streak,form_diff,gd_diff,win_streak_diff,form_ratio,gd_ratio,home_advantage_form,momentum_indicator
2021-04-24,Union Berlin,Werder Bremen,3,1,17.0,9.0,6.0,5.0,11.0,2.0,H,1,2,4,2021,Bundesliga 2020 ,2021-04-24,0.0,1.2,2.0,0.0,0,0,2021-04-24,0.0,0.6,2.4,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-04-24,Wolfsburg,Dortmund,0,2,21.0,8.0,2.0,4.0,10.0,2.0,A,2,-2,2,2021,Bundesliga 2020 ,2021-04-24,0.0,2.2,1.8,0.0,0,0,2021-04-24,0.0,2.4,1.4,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-04-24,Leverkusen,Ein Frankfurt,3,1,18.0,12.0,10.0,4.0,5.0,6.0,H,1,2,4,2021,Bundesliga 2020 ,2021-04-24,0.0,1.0,1.2,0.0,0,0,2021-04-24,0.0,2.6,2.0,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-04-25,RB Leipzig,Stuttgart,2,0,24.0,2.0,11.0,0.0,10.0,1.0,H,1,2,2,2021,Bundesliga 2020 ,2021-04-25,0.0,1.2,0.8,0.0,0,0,2021-04-25,0.0,1.0,2.4,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-04-25,M'gladbach,Bielefeld,5,0,20.0,10.0,12.0,5.0,4.0,1.0,H,1,5,5,2021,Bundesliga 2020 ,2021-04-25,0.0,2.6,1.2,0.0,0,0,2021-04-25,0.0,0.6,0.4,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-03,Mainz,Hertha,1,1,16.0,7.0,9.0,5.0,6.0,4.0,D,0,0,2,2021,Bundesliga 2020 ,2021-05-03,0.0,1.8,1.0,0.0,0,0,2021-05-03,0.0,1.6,1.2,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-06,Hertha,Freiburg,3,0,13.0,15.0,6.0,4.0,4.0,6.0,H,1,3,3,2021,Bundesliga 2020 ,2021-05-06,0.0,1.4,1.2,0.0,0,0,2021-05-06,0.0,1.6,0.8,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-07,Stuttgart,Augsburg,2,1,14.0,20.0,6.0,9.0,2.0,12.0,H,1,1,3,2021,Bundesliga 2020 ,2021-05-07,0.0,1.0,2.0,0.0,0,0,2021-05-07,0.0,0.8,1.4,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-08,Dortmund,RB Leipzig,3,2,15.0,14.0,4.0,7.0,7.0,7.0,H,1,1,5,2021,Bundesliga 2020 ,2021-05-08,0.0,2.4,1.0,0.0,0,0,2021-05-08,0.0,1.4,0.8,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-08,Hoffenheim,Schalke 04,4,2,20.0,6.0,12.0,3.0,9.0,3.0,H,1,2,6,2021,Bundesliga 2020 ,2021-05-08,0.0,1.0,1.0,0.0,0,0,2021-05-08,0.0,0.4,2.0,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-08,Werder Bremen,Leverkusen,0,0,13.0,14.0,2.0,4.0,4.0,6.0,D,0,0,0,2021,Bundesliga 2020 ,2021-05-08,0.0,0.6,2.6,0.0,0,0,2021-05-08,0.0,1.6,0.8,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-08,Wolfsburg,Union Berlin,3,0,17.0,9.0,8.0,1.0,4.0,3.0,H,1,3,3,2021,Bundesliga 2020 ,2021-05-08,0.0,1.8,2.0,0.0,0,0,2021-05-08,0.0,1.4,1.2,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-08,Bayern Munich,M'gladbach,6,0,22.0,14.0,7.0,2.0,5.0,3.0,H,1,6,6,2021,Bundesliga 2020 ,2021-05-08,0.0,1.6,1.0,0.0,0,0,2021-05-08,0.0,3.0,1.2,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-09,FC Koln,Freiburg,1,4,18.0,11.0,2.0,6.0,3.0,2.0,A,2,-3,5,2021,Bundesliga 2020 ,2021-05-09,0.0,1.4,2.0,0.0,0,0,2021-05-09,0.0,1.2,1.4,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-09,Ein Frankfurt,Mainz,1,1,14.0,6.0,4.0,3.0,8.0,2.0,D,0,0,2,2021,Bundesliga 2020 ,2021-05-09,0.0,1.8,2.2,0.0,0,0,2021-05-09,0.0,1.6,1.0,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-09,Hertha,Bielefeld,0,0,11.0,12.0,4.0,5.0,4.0,3.0,D,0,0,0,2021,Bundesliga 2020 ,2021-05-09,0.0,2.0,0.8,0.0,0,0,2021-05-09,0.0,0.6,1.2,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-12,Schalke 04,Hertha,1,2,12.0,18.0,1.0,6.0,1.0,7.0,A,2,-1,3,2021,Bundesliga 2020 ,2021-05-12,0.0,0.8,2.2,0.0,0,0,2021-05-12,0.0,1.4,0.8,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-15,Augsburg,Werder Bremen,2,0,15.0,16.0,7.0,5.0,5.0,5.0,H,1,2,2,2021,Bundesliga 2020 ,2021-05-15,0.0,0.6,1.6,0.0,0,0,2021-05-15,0.0,0.6,2.4,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-15,Bielefeld,Hoffenheim,1,1,17.0,7.0,6.0,3.0,10.0,4.0,D,0,0,2,2021,Bundesliga 2020 ,2021-05-15,0.0,0.4,1.0,0.0,0,0,2021-05-15,0.0,1.6,1.0,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-15,Freiburg,Bayern Munich,2,2,13.0,16.0,4.0,6.0,4.0,8.0,D,0,0,4,2021,Bundesliga 2020 ,2021-05-15,0.0,1.8,1.2,0.0,0,0,2021-05-15,0.0,2.6,1.0,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-15,Hertha,FC Koln,0,0,1.0,11.0,1.0,3.0,1.0,5.0,D,0,0,0,2021,Bundesliga 2020 ,2021-05-15,0.0,1.6,0.8,0.0,0,0,2021-05-15,0.0,1.6,2.6,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-15,Leverkusen,Union Berlin,1,1,9.0,15.0,4.0,6.0,4.0,5.0,D,0,0,2,2021,Bundesliga 2020 ,2021-05-15,0.0,1.2,0.6,0.0,0,0,2021-05-15,0.0,1.2,1.6,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-15,M'gladbach,Stuttgart,1,2,9.0,11.0,4.0,7.0,2.0,1.0,A,2,-1,3,2021,Bundesliga 2020 ,2021-05-15,0.0,2.6,2.2,0.0,0,0,2021-05-15,0.0,1.2,2.2,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-15,Schalke 04,Ein Frankfurt,4,3,11.0,24.0,6.0,9.0,1.0,13.0,H,1,1,7,2021,Bundesliga 2020 ,2021-05-15,0.0,0.8,2.2,0.0,0,0,2021-05-15,0.0,1.6,2.2,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-16,Mainz,Dortmund,1,3,9.0,13.0,5.0,4.0,4.0,2.0,A,2,-2,4,2021,Bundesliga 2020 ,2021-05-16,0.0,1.6,1.0,0.0,0,0,2021-05-16,0.0,2.8,1.0,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-16,RB Leipzig,Wolfsburg,2,2,14.0,12.0,4.0,4.0,11.0,3.0,D,0,0,4,2021,Bundesliga 2020 ,2021-05-16,0.0,1.8,1.2,0.0,0,0,2021-05-16,0.0,2.2,2.0,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-22,Bayern Munich,Augsburg,5,2,24.0,9.0,13.0,5.0,10.0,2.0,H,1,3,7,2021,Bundesliga 2020 ,2021-05-22,0.0,2.8,1.2,0.0,0,0,2021-05-22,0.0,1.0,1.4,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-22,Dortmund,Leverkusen,3,1,10.0,16.0,4.0,7.0,3.0,6.0,H,1,2,4,2021,Bundesliga 2020 ,2021-05-22,0.0,2.8,0.8,0.0,0,0,2021-05-22,0.0,1.4,0.8,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-22,Ein Frankfurt,Freiburg,3,1,18.0,11.0,11.0,6.0,8.0,1.0,H,1,2,4,2021,Bundesliga 2020 ,2021-05-22,0.0,1.4,2.4,0.0,0,0,2021-05-22,0.0,2.2,1.4,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-22,FC Koln,Schalke 04,1,0,20.0,7.0,10.0,1.0,8.0,4.0,H,1,1,1,2021,Bundesliga 2020 ,2021-05-22,0.0,1.2,2.0,0.0,0,0,2021-05-22,0.0,1.4,2.8,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-22,Hoffenheim,Hertha,2,1,21.0,9.0,5.0,5.0,4.0,3.0,H,1,1,3,2021,Bundesliga 2020 ,2021-05-22,0.0,1.8,1.2,0.0,0,0,2021-05-22,0.0,1.2,0.4,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-22,Stuttgart,Bielefeld,0,2,11.0,11.0,0.0,3.0,3.0,6.0,A,2,-2,2,2021,Bundesliga 2020 ,2021-05-22,0.0,1.2,1.8,0.0,0,0,2021-05-22,0.0,0.4,1.2,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-22,Union Berlin,RB Leipzig,2,1,11.0,17.0,5.0,7.0,7.0,3.0,H,1,1,3,2021,Bundesliga 2020 ,2021-05-22,0.0,1.2,1.6,0.0,0,0,2021-05-22,0.0,1.4,1.4,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-22,Werder Bremen,M'gladbach,2,4,16.0,15.0,8.0,8.0,3.0,5.0,A,2,-2,6,2021,Bundesliga 2020 ,2021-05-22,0.0,0.4,2.0,0.0,0,0,2021-05-22,0.0,2.4,2.2,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-05-22,Wolfsburg,Mainz,2,3,16.0,14.0,5.0,8.0,7.0,7.0,A,2,-1,5,2021,Bundesliga 2020 ,2021-05-22,0.0,2.0,1.6,0.0,0,0,2021-05-22,0.0,1.2,1.2,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-08-13,M'gladbach,Bayern Munich,1,1,11.0,20.0,5.0,10.0,3.0,8.0,D,0,0,2,2022,Bundesliga 2021 ,2021-08-13,0.0,2.4,2.6,0.0,0,0,2021-08-13,0.0,3.2,1.2,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-08-14,Augsburg,Hoffenheim,0,4,7.0,15.0,0.0,8.0,6.0,5.0,A,2,-4,4,2022,Bundesliga 2021 ,2021-08-14,0.0,1.4,2.4,0.0,0,0,2021-08-14,0.0,2.2,1.4,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-08-14,Bielefeld,Freiburg,0,0,10.0,14.0,4.0,6.0,4.0,9.0,D,0,0,0,2022,Bundesliga 2021 ,2021-08-14,0.0,0.8,1.2,0.0,0,0,2021-08-14,0.0,1.6,2.0,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-08-14,Stuttgart,Greuther Furth,5,1,30.0,8.0,15.0,4.0,9.0,2.0,H,1,4,6,2022,Bundesliga 2021 ,2021-08-14,0.0,1.0,1.8,0.0,0,0,2021-08-14,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-08-14,Union Berlin,Leverkusen,1,1,8.0,16.0,5.0,4.0,1.0,6.0,D,0,0,2,2022,Bundesliga 2021 ,2021-08-14,0.0,1.2,1.6,0.0,0,0,2021-08-14,0.0,1.0,1.4,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-08-14,Wolfsburg,Bochum,1,0,21.0,7.0,9.0,1.0,5.0,2.0,H,1,1,1,2022,Bundesliga 2021 ,2021-08-14,0.0,2.0,1.6,0.0,0,0,2021-08-14,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-08-14,Dortmund,Ein Frankfurt,5,2,12.0,12.0,7.0,3.0,7.0,3.0,H,1,3,7,2022,Bundesliga 2021 ,2021-08-14,0.0,2.6,0.8,0.0,0,0,2021-08-14,0.0,2.0,1.8,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-08-15,Mainz,RB Leipzig,1,0,7.0,15.0,2.0,2.0,5.0,11.0,H,1,1,1,2022,Bundesliga 2021 ,2021-08-15,0.0,1.6,1.6,0.0,0,0,2021-08-15,0.0,1.6,1.8,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-08-15,FC Koln,Hertha,3,1,15.0,11.0,5.0,5.0,4.0,5.0,H,1,2,4,2022,Bundesliga 2021 ,2021-08-15,0.0,1.4,1.4,0.0,0,0,2021-08-15,0.0,1.2,0.6,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-08-20,RB Leipzig,Stuttgart,4,0,26.0,11.0,11.0,5.0,6.0,2.0,H,1,4,4,2022,Bundesliga 2021 ,2021-08-20,0.0,1.4,1.6,0.0,0,0,2021-08-20,0.0,1.8,1.4,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-08-21,Bochum,Mainz,2,0,9.0,16.0,5.0,3.0,2.0,7.0,H,1,2,2,2022,Bundesliga 2021 ,2021-08-21,0.0,0.0,1.0,0.0,0,0,2021-08-21,0.0,1.4,1.4,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-08-21,Ein Frankfurt,Augsburg,0,0,20.0,4.0,5.0,0.0,6.0,1.0,D,0,0,0,2022,Bundesliga 2021 ,2021-08-21,0.0,2.0,2.8,0.0,0,0,2021-08-21,0.0,1.4,2.8,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-08-21,Freiburg,Dortmund,2,1,8.0,19.0,4.0,2.0,0.0,10.0,H,1,1,3,2022,Bundesliga 2021 ,2021-08-21,0.0,1.4,1.8,0.0,0,0,2021-08-21,0.0,3.2,1.2,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-08-21,Greuther Furth,Bielefeld,1,1,20.0,9.0,5.0,2.0,5.0,0.0,D,0,0,2,2022,Bundesliga 2021 ,2021-08-21,0.0,1.0,5.0,0.0,0,0,2021-08-21,0.0,0.6,1.2,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-08-21,Hertha,Wolfsburg,1,2,12.0,12.0,4.0,3.0,4.0,4.0,A,2,-1,3,2022,Bundesliga 2021 ,2021-08-21,0.0,0.8,1.2,0.0,0,0,2021-08-21,0.0,1.6,1.4,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-08-21,Leverkusen,M'gladbach,4,0,13.0,11.0,6.0,6.0,7.0,3.0,H,1,4,4,2022,Bundesliga 2021 ,2021-08-21,0.0,1.2,1.2,0.0,0,0,2021-08-21,0.0,2.2,2.2,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-08-22,Hoffenheim,Union Berlin,2,2,7.0,11.0,3.0,8.0,6.0,5.0,D,0,0,4,2022,Bundesliga 2021 ,2021-08-22,0.0,2.4,1.0,0.0,0,0,2021-08-22,0.0,1.4,1.4,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-08-22,Bayern Munich,FC Koln,3,2,18.0,10.0,6.0,3.0,3.0,4.0,H,1,1,5,2022,Bundesliga 2021 ,2021-08-22,0.0,3.0,1.4,0.0,0,0,2021-08-22,0.0,1.6,1.4,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-08-27,Dortmund,Hoffenheim,3,2,23.0,9.0,13.0,5.0,4.0,7.0,H,1,1,5,2022,Bundesliga 2021 ,2021-08-27,0.0,3.0,1.6,0.0,0,0,2021-08-27,0.0,2.6,1.2,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-08-28,Augsburg,Leverkusen,1,4,13.0,13.0,4.0,5.0,4.0,4.0,A,2,-3,5,2022,Bundesliga 2021 ,2021-08-28,0.0,1.0,2.2,0.0,0,0,2021-08-28,0.0,1.4,1.0,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-08-28,Bielefeld,Ein Frankfurt,1,1,14.0,12.0,5.0,3.0,4.0,4.0,D,0,0,2,2022,Bundesliga 2021 ,2021-08-28,0.0,0.8,0.4,0.0,0,0,2021-08-28,0.0,1.8,2.2,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-08-28,FC Koln,Bochum,2,1,21.0,10.0,5.0,1.0,5.0,5.0,H,1,1,3,2022,Bundesliga 2021 ,2021-08-28,0.0,1.4,1.6,0.0,0,0,2021-08-28,0.0,1.0,0.5,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-08-28,Mainz,Greuther Furth,3,0,17.0,8.0,9.0,1.0,7.0,4.0,H,1,3,3,2022,Bundesliga 2021 ,2021-08-28,0.0,1.2,1.6,0.0,0,0,2021-08-28,0.0,1.0,3.0,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-08-28,Stuttgart,Freiburg,2,3,17.0,14.0,7.0,7.0,8.0,5.0,A,2,-1,5,2022,Bundesliga 2021 ,2021-08-28,0.0,1.8,1.8,0.0,0,0,2021-08-28,0.0,1.8,1.4,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-08-28,Bayern Munich,Hertha,5,0,17.0,8.0,6.0,3.0,8.0,3.0,H,1,5,5,2022,Bundesliga 2021 ,2021-08-28,0.0,3.4,1.4,0.0,0,0,2021-08-28,0.0,1.0,1.6,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-08-29,Union Berlin,M'gladbach,2,1,12.0,18.0,4.0,5.0,4.0,8.0,H,1,1,3,2022,Bundesliga 2021 ,2021-08-29,0.0,1.2,1.6,0.0,0,0,2021-08-29,0.0,1.2,3.0,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-08-29,Wolfsburg,RB Leipzig,1,0,8.0,12.0,2.0,2.0,7.0,7.0,H,1,1,1,2022,Bundesliga 2021 ,2021-08-29,0.0,2.0,1.2,0.0,0,0,2021-08-29,0.0,1.8,1.6,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-09-11,Freiburg,FC Koln,1,1,10.0,15.0,3.0,5.0,4.0,2.0,D,0,0,2,2022,Bundesliga 2021 ,2021-09-11,0.0,1.6,1.6,0.0,0,0,2021-09-11,0.0,1.6,1.0,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-09-11,Greuther Furth,Wolfsburg,0,2,7.0,10.0,3.0,4.0,3.0,5.0,A,2,-2,2,2022,Bundesliga 2021 ,2021-09-11,0.0,0.6666666666666666,3.0,0.0,0,0,2021-09-11,0.0,1.6,1.2,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-09-11,Hoffenheim,Mainz,0,2,12.0,11.0,0.0,4.0,4.0,5.0,A,2,-2,2,2022,Bundesliga 2021 ,2021-09-11,0.0,2.2,1.4,0.0,0,0,2021-09-11,0.0,1.6,1.4,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-09-11,Leverkusen,Dortmund,3,4,11.0,15.0,5.0,7.0,4.0,3.0,A,2,-1,7,2022,Bundesliga 2021 ,2021-09-11,0.0,2.2,1.2,0.0,0,0,2021-09-11,0.0,3.0,1.6,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-09-11,Union Berlin,Augsburg,0,0,15.0,13.0,6.0,6.0,6.0,4.0,D,0,0,0,2022,Bundesliga 2021 ,2021-09-11,0.0,1.6,1.2,0.0,0,0,2021-09-11,0.0,1.0,2.6,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-09-11,RB Leipzig,Bayern Munich,1,4,10.0,18.0,4.0,6.0,2.0,6.0,A,2,-3,5,2022,Bundesliga 2021 ,2021-09-11,0.0,1.4,1.2,0.0,0,0,2021-09-11,0.0,3.2,1.4,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-09-12,Ein Frankfurt,Stuttgart,1,1,18.0,9.0,5.0,3.0,6.0,6.0,D,0,0,2,2022,Bundesliga 2021 ,2021-09-12,0.0,1.8,2.2,0.0,0,0,2021-09-12,0.0,1.8,2.2,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-09-12,Bochum,Hertha,1,3,19.0,5.0,5.0,4.0,7.0,2.0,A,2,-2,4,2022,Bundesliga 2021 ,2021-09-12,0.0,1.0,1.0,0.0,0,0,2021-09-12,0.0,0.6,2.4,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-09-12,M'gladbach,Bielefeld,3,1,17.0,18.0,4.0,7.0,3.0,4.0,H,1,2,4,2022,Bundesliga 2021 ,2021-09-12,0.0,1.4,2.2,0.0,0,0,2021-09-12,0.0,1.0,0.6,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-09-17,Hertha,Greuther Furth,2,1,15.0,10.0,3.0,3.0,9.0,4.0,H,1,1,3,2022,Bundesliga 2021 ,2021-09-17,0.0,1.2,2.6,0.0,0,0,2021-09-17,0.0,0.5,2.75,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-09-18,Augsburg,M'gladbach,1,0,8.0,11.0,1.0,1.0,2.0,6.0,H,1,1,1,2022,Bundesliga 2021 ,2021-09-18,0.0,0.6,2.6,0.0,0,0,2021-09-18,0.0,1.8,2.0,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-09-18,Bayern Munich,Bochum,7,0,22.0,5.0,15.0,1.0,2.0,2.0,H,1,7,7,2022,Bundesliga 2021 ,2021-09-18,0.0,3.6,1.2,0.0,0,0,2021-09-18,0.0,1.0,1.5,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-09-18,Bielefeld,Hoffenheim,0,0,9.0,16.0,2.0,3.0,5.0,6.0,D,0,0,0,2022,Bundesliga 2021 ,2021-09-18,0.0,1.0,1.0,0.0,0,0,2021-09-18,0.0,2.0,1.6,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-09-18,Mainz,Freiburg,0,0,10.0,7.0,3.0,2.0,4.0,4.0,D,0,0,0,2022,Bundesliga 2021 ,2021-09-18,0.0,1.8,0.8,0.0,0,0,2021-09-18,0.0,1.4,1.4,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-09-18,FC Koln,RB Leipzig,1,1,14.0,18.0,6.0,9.0,4.0,10.0,D,0,0,2,2022,Bundesliga 2021 ,2021-09-18,0.0,1.8,1.2,0.0,0,0,2021-09-18,0.0,1.2,1.6,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-09-19,Stuttgart,Leverkusen,1,3,18.0,7.0,8.0,4.0,2.0,6.0,A,2,-2,4,2022,Bundesliga 2021 ,2021-09-19,0.0,1.6,2.2,0.0,0,0,2021-09-19,0.0,2.6,1.8,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-09-19,Dortmund,Union Berlin,4,2,13.0,9.0,4.0,6.0,3.0,6.0,H,1,2,6,2022,Bundesliga 2021 ,2021-09-19,0.0,3.2,2.0,0.0,0,0,2021-09-19,0.0,1.4,1.0,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-09-19,Wolfsburg,Ein Frankfurt,1,1,15.0,6.0,6.0,2.0,7.0,4.0,D,0,0,2,2022,Bundesliga 2021 ,2021-09-19,0.0,1.6,0.8,0.0,0,0,2021-09-19,0.0,1.4,1.6,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-09-24,Greuther Furth,Bayern Munich,1,3,11.0,12.0,6.0,4.0,6.0,3.0,A,2,-2,4,2022,Bundesliga 2021 ,2021-09-24,0.0,0.6,2.6,0.0,0,0,2021-09-24,0.0,4.0,0.8,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-09-25,Ein Frankfurt,FC Koln,1,1,10.0,15.0,3.0,2.0,7.0,6.0,D,0,0,2,2022,Bundesliga 2021 ,2021-09-25,0.0,1.0,1.6,0.0,0,0,2021-09-25,0.0,1.8,1.4,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-09-25,Hoffenheim,Wolfsburg,3,1,11.0,13.0,3.0,2.0,5.0,2.0,H,1,2,4,2022,Bundesliga 2021 ,2021-09-25,0.0,1.6,1.4,0.0,0,0,2021-09-25,0.0,1.4,0.4,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-09-25,Leverkusen,Mainz,1,0,16.0,14.0,9.0,5.0,6.0,3.0,H,1,1,1,2022,Bundesliga 2021 ,2021-09-25,0.0,3.0,1.4,0.0,0,0,2021-09-25,0.0,1.2,0.4,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-09-25,RB Leipzig,Hertha,6,0,18.0,5.0,11.0,3.0,2.0,1.0,H,1,6,6,2022,Bundesliga 2021 ,2021-09-25,0.0,1.2,1.4,0.0,0,0,2021-09-25,0.0,1.4,2.4,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-09-25,Union Berlin,Bielefeld,1,0,17.0,9.0,4.0,2.0,5.0,4.0,H,1,1,1,2022,Bundesliga 2021 ,2021-09-25,0.0,1.4,1.6,0.0,0,0,2021-09-25,0.0,0.6,1.0,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-09-25,M'gladbach,Dortmund,1,0,14.0,8.0,3.0,0.0,5.0,1.0,H,1,1,1,2022,Bundesliga 2021 ,2021-09-25,0.0,1.0,1.8,0.0,0,0,2021-09-25,0.0,3.4,2.2,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-09-26,Bochum,Stuttgart,0,0,14.0,8.0,4.0,3.0,7.0,2.0,D,0,0,0,2022,Bundesliga 2021 ,2021-09-26,0.0,0.8,2.6,0.0,0,0,2021-09-26,0.0,1.8,2.4,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-09-26,Freiburg,Augsburg,3,0,19.0,8.0,9.0,2.0,6.0,3.0,H,1,3,3,2022,Bundesliga 2021 ,2021-09-26,0.0,1.2,0.8,0.0,0,0,2021-09-26,0.0,0.4,1.6,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
2021-10-01,FC Koln,Greuther Furth,3,1,18.0,7.0,8.0,3.0,8.0,1.0,H,1,2,4,2022,Bundesliga 2021 ,2021-10-01,0.0,1.4,1.4,0.0,0,0,2021-10-01,0.0,0.6,2.2,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0
